"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"25700","SGSZ04","SERANGOON GARDEN","HGSZ07","LORONG AH SOO",70763
"25701","SGSZ04","SERANGOON GARDEN","HGSZ08","TAI SENG",59587
"25702","SGSZ04","SERANGOON GARDEN","HGSZ09","DEFU INDUSTRIAL PARK",737
"25703","SGSZ04","SERANGOON GARDEN","HGSZ10","LORONG HALUS",1276
"25704","SGSZ04","SERANGOON GARDEN","KLSZ01","BENDEMEER",880
"25705","SGSZ04","SERANGOON GARDEN","KLSZ02","GEYLANG BAHRU",14278
"25706","SGSZ04","SERANGOON GARDEN","KLSZ03","BOON KENG",2871
"25707","SGSZ04","SERANGOON GARDEN","KLSZ04","KAMPONG BUGIS",330
"25708","SGSZ04","SERANGOON GARDEN","KLSZ06","LAVENDER",1342
"25709","SGSZ04","SERANGOON GARDEN","KLSZ08","KALLANG BAHRU",10219
"25710","SGSZ04","SERANGOON GARDEN","KLSZ09","CRAWFORD",627
"25711","SGSZ04","SERANGOON GARDEN","MPSZ02","KATONG",440
"25712","SGSZ04","SERANGOON GARDEN","MPSZ03","MARINE PARADE",803
"25713","SGSZ04","SERANGOON GARDEN","MUSZ01","DHOBY GHAUT",3091
"25714","SGSZ04","SERANGOON GARDEN","MUSZ03","BRAS BASAH",1793
"25715","SGSZ04","SERANGOON GARDEN","NTSZ02","GOODWOOD PARK",275
"25716","SGSZ04","SERANGOON GARDEN","NVSZ03","MALCOLM",4411
"25717","SGSZ04","SERANGOON GARDEN","NVSZ04","DUNEARN",7491
"25718","SGSZ04","SERANGOON GARDEN","NVSZ05","MOUNT PLEASANT",2044
"25719","SGSZ04","SERANGOON GARDEN","ORSZ02","BOULEVARD",3322
"25720","SGSZ04","SERANGOON GARDEN","PGSZ02","PUNGGOL TOWN CENTRE",1804
"25721","SGSZ04","SERANGOON GARDEN","PGSZ03","MATILDA",36168
"25722","SGSZ04","SERANGOON GARDEN","PGSZ04","PUNGGOL FIELD",9977
"25723","SGSZ04","SERANGOON GARDEN","PLSZ01","PAYA LEBAR NORTH",165
"25724","SGSZ04","SERANGOON GARDEN","PLSZ02","PAYA LEBAR EAST",297
"25725","SGSZ04","SERANGOON GARDEN","PRSZ01","PASIR RIS WAFER FAB PARK",5566
"25726","SGSZ04","SERANGOON GARDEN","PRSZ02","PASIR RIS WEST",9427
"25727","SGSZ04","SERANGOON GARDEN","PRSZ03","PASIR RIS CENTRAL",7480
"25728","SGSZ04","SERANGOON GARDEN","PRSZ05","PASIR RIS DRIVE",7227
"25729","SGSZ04","SERANGOON GARDEN","PRSZ06","LOYANG WEST",4114
"25730","SGSZ04","SERANGOON GARDEN","PRSZ08","FLORA DRIVE",715
"25731","SGSZ04","SERANGOON GARDEN","QTSZ02","HOLLAND DRIVE",693
"25732","SGSZ04","SERANGOON GARDEN","QTSZ08","ONE NORTH",242
"25733","SGSZ04","SERANGOON GARDEN","QTSZ09","SINGAPORE POLYTECHNIC",7029
"25734","SGSZ04","SERANGOON GARDEN","QTSZ10","DOVER",891
"25735","SGSZ04","SERANGOON GARDEN","RCSZ05","KAMPONG GLAM",649
"25736","SGSZ04","SERANGOON GARDEN","RVSZ01","ONE TREE HILL",814
"25737","SGSZ04","SERANGOON GARDEN","SESZ02","RIVERVALE",15257
"25738","SGSZ04","SERANGOON GARDEN","SESZ03","SENGKANG TOWN CENTRE",41844
"25739","SGSZ04","SERANGOON GARDEN","SESZ04","ANCHORVALE",50072
"25740","SGSZ04","SERANGOON GARDEN","SESZ05","COMPASSVALE",27412
"25741","SGSZ04","SERANGOON GARDEN","SESZ06","FERNVALE",23650
"25742","SGSZ04","SERANGOON GARDEN","SESZ07","SENGKANG WEST",418
"25743","SGSZ04","SERANGOON GARDEN","SGSZ01","SELETAR HILLS",56078
"25744","SGSZ04","SERANGOON GARDEN","SGSZ03","SERANGOON NORTH",334114
"25745","SGSZ04","SERANGOON GARDEN","SGSZ04","SERANGOON GARDEN",757933
"25746","SGSZ04","SERANGOON GARDEN","SGSZ05","LORONG CHUAN",42647
"25747","SGSZ04","SERANGOON GARDEN","SGSZ06","SERANGOON CENTRAL",1265319
"25748","SGSZ04","SERANGOON GARDEN","SGSZ07","UPPER PAYA LEBAR",220539
"25749","SGSZ04","SERANGOON GARDEN","SLSZ01","SELETAR AEROSPACE PARK",9064
"25750","SGSZ04","SERANGOON GARDEN","SLSZ04","SELETAR",9724
"25751","SGSZ04","SERANGOON GARDEN","TMSZ02","TAMPINES EAST",3047
"25752","SGSZ04","SERANGOON GARDEN","TMSZ03","TAMPINES WEST",1859
"25753","SGSZ04","SERANGOON GARDEN","TMSZ04","SIMEI",2970
"25754","SGSZ04","SERANGOON GARDEN","TMSZ05","XILIN",22
"25755","SGSZ04","SERANGOON GARDEN","TNSZ01","NASSIM",1793
"25756","SGSZ04","SERANGOON GARDEN","TNSZ02","CHATSWORTH",1298
"25757","SGSZ04","SERANGOON GARDEN","TNSZ04","TYERSALL",4202
"25758","SGSZ04","SERANGOON GARDEN","TPSZ01","TOA PAYOH WEST",715
"25759","SGSZ04","SERANGOON GARDEN","TPSZ02","TOA PAYOH CENTRAL",58212
"25760","SGSZ04","SERANGOON GARDEN","TPSZ03","BRADDELL",297
"25761","SGSZ04","SERANGOON GARDEN","TPSZ04","BOON TECK",19162
"25762","SGSZ04","SERANGOON GARDEN","TPSZ05","LORONG 8 TOA PAYOH",31801
"25763","SGSZ04","SERANGOON GARDEN","TPSZ10","BIDADARI",8954
"25764","SGSZ04","SERANGOON GARDEN","TPSZ11","SENNETT",14399
"25765","SGSZ04","SERANGOON GARDEN","TPSZ12","JOO SENG",2101
"25766","SGSZ04","SERANGOON GARDEN","YSSZ01","YISHUN CENTRAL",2508
"25767","SGSZ04","SERANGOON GARDEN","YSSZ03","YISHUN EAST",9779
"25768","SGSZ04","SERANGOON GARDEN","YSSZ04","YISHUN SOUTH",3960
"25769","SGSZ04","SERANGOON GARDEN","YSSZ05","LOWER SELETAR",490
"25770","SGSZ04","SERANGOON GARDEN","YSSZ09","YISHUN WEST",1958
"25771","SGSZ05","LORONG CHUAN","AMSZ01","ANG MO KIO TOWN CENTRE",42691
"25772","SGSZ05","LORONG CHUAN","AMSZ02","CHENG SAN",10841
"25773","SGSZ05","LORONG CHUAN","AMSZ03","CHONG BOON",18084
"25774","SGSZ05","LORONG CHUAN","AMSZ04","TOWNSVILLE",40546
"25775","SGSZ05","LORONG CHUAN","AMSZ05","SHANGRI-LA",7249
"25776","SGSZ05","LORONG CHUAN","AMSZ06","KEBUN BAHRU",1683
"25777","SGSZ05","LORONG CHUAN","AMSZ08","TAGORE",154
"25778","SGSZ05","LORONG CHUAN","AMSZ09","YIO CHU KANG WEST",3663
"25779","SGSZ05","LORONG CHUAN","AMSZ10","YIO CHU KANG",1921
"25780","SGSZ05","LORONG CHUAN","AMSZ12","YIO CHU KANG EAST",9581
"25781","SGSZ05","LORONG CHUAN","BDSZ01","KAKI BUKIT",4900
"25782","SGSZ05","LORONG CHUAN","BDSZ02","BEDOK RESERVOIR",476
"25783","SGSZ05","LORONG CHUAN","BDSZ03","KEMBANGAN",2591
"25784","SGSZ05","LORONG CHUAN","BDSZ04","BEDOK NORTH",2769
"25785","SGSZ05","LORONG CHUAN","BDSZ05","FRANKEL",364
"25786","SGSZ05","LORONG CHUAN","BDSZ06","BEDOK SOUTH",799
"25787","SGSZ05","LORONG CHUAN","BDSZ08","BAYSHORE",11
"25788","SGSZ05","LORONG CHUAN","BKSZ01","GOMBAK",1954
"25789","SGSZ05","LORONG CHUAN","BKSZ04","GUILIN",244
"25790","SGSZ05","LORONG CHUAN","BKSZ07","BUKIT BATOK CENTRAL",316
"25791","SGSZ05","LORONG CHUAN","BMSZ01","MARITIME SQUARE",3938
"25792","SGSZ05","LORONG CHUAN","BMSZ03","REDHILL",376
"25793","SGSZ05","LORONG CHUAN","BMSZ04","TIONG BAHRU STATION",662
"25794","SGSZ05","LORONG CHUAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",27
"25795","SGSZ05","LORONG CHUAN","BPSZ01","SENJA",1
"25796","SGSZ05","LORONG CHUAN","BPSZ02","SAUJANA",5
"25797","SGSZ05","LORONG CHUAN","BPSZ03","FAJAR",4
"25798","SGSZ05","LORONG CHUAN","BPSZ04","BANGKIT",4
"25799","SGSZ05","LORONG CHUAN","BPSZ05","JELEBU",2
"25800","SGSZ05","LORONG CHUAN","BPSZ06","DAIRY FARM",131
"25801","SGSZ05","LORONG CHUAN","BPSZ07","NATURE RESERVE",504
"25802","SGSZ05","LORONG CHUAN","BSSZ01","UPPER THOMSON",2591
"25803","SGSZ05","LORONG CHUAN","BSSZ02","MARYMOUNT",7821
"25804","SGSZ05","LORONG CHUAN","BSSZ03","BISHAN EAST",74180
"25805","SGSZ05","LORONG CHUAN","BTSZ01","ANAK BUKIT",855
"25806","SGSZ05","LORONG CHUAN","BTSZ03","HOLLAND ROAD",847
"25807","SGSZ05","LORONG CHUAN","BTSZ04","ULU PANDAN",77
"25808","SGSZ05","LORONG CHUAN","BTSZ06","CORONATION ROAD",1992
"25809","SGSZ05","LORONG CHUAN","BTSZ07","LEEDON PARK",2215
"25810","SGSZ05","LORONG CHUAN","BTSZ08","FARRER COURT",1679
"25811","SGSZ05","LORONG CHUAN","CHSZ03","CHANGI AIRPORT",1306
"25812","SGSZ05","LORONG CHUAN","CKSZ01","TECK WHYE",33
"25813","SGSZ05","LORONG CHUAN","CKSZ03","CHOA CHU KANG CENTRAL",541
"25814","SGSZ05","LORONG CHUAN","CKSZ06","YEW TEE",563
"25815","SGSZ05","LORONG CHUAN","CLSZ03","FABER",22
"25816","SGSZ05","LORONG CHUAN","CLSZ04","CLEMENTI NORTH",1633
"25817","SGSZ05","LORONG CHUAN","CLSZ06","CLEMENTI CENTRAL",198
"25818","SGSZ05","LORONG CHUAN","CLSZ07","CLEMENTI WOODS",88
"25819","SGSZ05","LORONG CHUAN","DTSZ01","BUGIS",599
"25820","SGSZ05","LORONG CHUAN","DTSZ02","CITY HALL",2417
"25821","SGSZ05","LORONG CHUAN","DTSZ03","MARINA CENTRE",2259
"25822","SGSZ05","LORONG CHUAN","DTSZ05","RAFFLES PLACE",3870
"25823","SGSZ05","LORONG CHUAN","DTSZ09","TANJONG PAGAR",2345
"25824","SGSZ05","LORONG CHUAN","DTSZ11","CENTRAL SUBZONE",3046
"25825","SGSZ05","LORONG CHUAN","DTSZ12","BAYFRONT SUBZONE",1031
"25826","SGSZ05","LORONG CHUAN","GLSZ02","MACPHERSON",4289
"25827","SGSZ05","LORONG CHUAN","GLSZ03","KAMPONG UBI",2484
"25828","SGSZ05","LORONG CHUAN","GLSZ04","ALJUNIED",4308
"25829","SGSZ05","LORONG CHUAN","GLSZ05","GEYLANG EAST",9391
"25830","SGSZ05","LORONG CHUAN","HGSZ01","HOUGANG CENTRAL",6887
"25831","SGSZ05","LORONG CHUAN","HGSZ02","KANGKAR",220
"25832","SGSZ05","LORONG CHUAN","HGSZ03","HOUGANG EAST",352
"25833","SGSZ05","LORONG CHUAN","HGSZ04","HOUGANG WEST",4774
"25834","SGSZ05","LORONG CHUAN","HGSZ05","TRAFALGAR",1716
"25835","SGSZ05","LORONG CHUAN","HGSZ06","KOVAN",14912
"25836","SGSZ05","LORONG CHUAN","HGSZ08","TAI SENG",7645
"25837","SGSZ05","LORONG CHUAN","JESZ03","TOH GUAN",198
"25838","SGSZ05","LORONG CHUAN","JESZ04","LAKESIDE",141
"25839","SGSZ05","LORONG CHUAN","JESZ05","JURONG GATEWAY",2109
"25840","SGSZ05","LORONG CHUAN","JESZ06","INTERNATIONAL BUSINESS PARK",11
"25841","SGSZ05","LORONG CHUAN","JWSZ04","TAMAN JURONG",696
"25842","SGSZ05","LORONG CHUAN","JWSZ09","JURONG WEST CENTRAL",1900
"25843","SGSZ05","LORONG CHUAN","KLSZ01","BENDEMEER",1522
"25844","SGSZ05","LORONG CHUAN","KLSZ02","GEYLANG BAHRU",1515
"25845","SGSZ05","LORONG CHUAN","KLSZ03","BOON KENG",696
"25846","SGSZ05","LORONG CHUAN","KLSZ05","TANJONG RHU",1059
"25847","SGSZ05","LORONG CHUAN","KLSZ06","LAVENDER",454
"25848","SGSZ05","LORONG CHUAN","KLSZ07","KAMPONG JAVA",72
"25849","SGSZ05","LORONG CHUAN","KLSZ08","KALLANG BAHRU",3900
"25850","SGSZ05","LORONG CHUAN","KLSZ09","CRAWFORD",701
"25851","SGSZ05","LORONG CHUAN","MPSZ03","MARINE PARADE",110
"25852","SGSZ05","LORONG CHUAN","MUSZ01","DHOBY GHAUT",1353
"25853","SGSZ05","LORONG CHUAN","MUSZ03","BRAS BASAH",1282
"25854","SGSZ05","LORONG CHUAN","NTSZ02","GOODWOOD PARK",1793
"25855","SGSZ05","LORONG CHUAN","NTSZ03","NEWTON CIRCUS",1461
"25856","SGSZ05","LORONG CHUAN","NVSZ01","BALESTIER",6149
"25857","SGSZ05","LORONG CHUAN","NVSZ02","MOULMEIN",4221
"25858","SGSZ05","LORONG CHUAN","NVSZ03","MALCOLM",10923
"25859","SGSZ05","LORONG CHUAN","ORSZ02","BOULEVARD",10805
"25860","SGSZ05","LORONG CHUAN","ORSZ03","SOMERSET",2455
"25861","SGSZ05","LORONG CHUAN","OTSZ02","PEOPLE'S PARK",1272
"25862","SGSZ05","LORONG CHUAN","OTSZ03","CHINATOWN",3047
"25863","SGSZ05","LORONG CHUAN","OTSZ04","CHINA SQUARE",133
"25864","SGSZ05","LORONG CHUAN","PGSZ01","NORTHSHORE",55
"25865","SGSZ05","LORONG CHUAN","PGSZ02","PUNGGOL TOWN CENTRE",153
"25866","SGSZ05","LORONG CHUAN","PGSZ03","MATILDA",2121
"25867","SGSZ05","LORONG CHUAN","PGSZ04","PUNGGOL FIELD",963
"25868","SGSZ05","LORONG CHUAN","PGSZ05","WATERWAY EAST",406
"25869","SGSZ05","LORONG CHUAN","PNSZ01","JOO KOON",311
"25870","SGSZ05","LORONG CHUAN","PNSZ02","GUL CIRCLE",63
"25871","SGSZ05","LORONG CHUAN","PRSZ03","PASIR RIS CENTRAL",614
"25872","SGSZ05","LORONG CHUAN","QTSZ03","COMMONWEALTH",444
"25873","SGSZ05","LORONG CHUAN","QTSZ04","TANGLIN HALT",616
"25874","SGSZ05","LORONG CHUAN","QTSZ05","MARGARET DRIVE",176
"25875","SGSZ05","LORONG CHUAN","QTSZ06","MEI CHIN",419
"25876","SGSZ05","LORONG CHUAN","QTSZ08","ONE NORTH",6849
"25877","SGSZ05","LORONG CHUAN","QTSZ09","SINGAPORE POLYTECHNIC",915
"25878","SGSZ05","LORONG CHUAN","QTSZ10","DOVER",33
"25879","SGSZ05","LORONG CHUAN","QTSZ11","NATIONAL UNIVERSITY OF S'PORE",3631
"25880","SGSZ05","LORONG CHUAN","QTSZ13","PASIR PANJANG 1",1076
"25881","SGSZ05","LORONG CHUAN","QTSZ15","PORT",314
"25882","SGSZ05","LORONG CHUAN","RCSZ01","FARRER PARK",2410
"25883","SGSZ05","LORONG CHUAN","RCSZ03","SUNGEI ROAD",95
"25884","SGSZ05","LORONG CHUAN","RCSZ09","BENCOOLEN",265
"25885","SGSZ05","LORONG CHUAN","RCSZ10","VICTORIA",1512
"25886","SGSZ05","LORONG CHUAN","RVSZ01","ONE TREE HILL",1562
"25887","SGSZ05","LORONG CHUAN","SBSZ03","SEMBAWANG CENTRAL",2432
"25888","SGSZ05","LORONG CHUAN","SESZ02","RIVERVALE",542
"25889","SGSZ05","LORONG CHUAN","SESZ03","SENGKANG TOWN CENTRE",3856
"25890","SGSZ05","LORONG CHUAN","SESZ04","ANCHORVALE",861
"25891","SGSZ05","LORONG CHUAN","SESZ05","COMPASSVALE",1247
"25892","SGSZ05","LORONG CHUAN","SESZ06","FERNVALE",532
"25893","SGSZ05","LORONG CHUAN","SGSZ01","SELETAR HILLS",1463
"25894","SGSZ05","LORONG CHUAN","SGSZ03","SERANGOON NORTH",9636
"25895","SGSZ05","LORONG CHUAN","SGSZ04","SERANGOON GARDEN",63492
"25896","SGSZ05","LORONG CHUAN","SGSZ05","LORONG CHUAN",32593
"25897","SGSZ05","LORONG CHUAN","SGSZ06","SERANGOON CENTRAL",153277
"25898","SGSZ05","LORONG CHUAN","SGSZ07","UPPER PAYA LEBAR",16621
"25899","SGSZ05","LORONG CHUAN","SKSZ02","TURF CLUB",454
"25900","SGSZ05","LORONG CHUAN","SRSZ02","CLARKE QUAY",1381
"25901","SGSZ05","LORONG CHUAN","SVSZ01","STRAITS VIEW",55
"25902","SGSZ05","LORONG CHUAN","TMSZ02","TAMPINES EAST",4235
"25903","SGSZ05","LORONG CHUAN","TMSZ03","TAMPINES WEST",3764
"25904","SGSZ05","LORONG CHUAN","TMSZ04","SIMEI",978
"25905","SGSZ05","LORONG CHUAN","TMSZ05","XILIN",1060
"25906","SGSZ05","LORONG CHUAN","TNSZ01","NASSIM",4092
"25907","SGSZ05","LORONG CHUAN","TNSZ02","CHATSWORTH",1936
"25908","SGSZ05","LORONG CHUAN","TNSZ03","RIDOUT",2288
"25909","SGSZ05","LORONG CHUAN","TNSZ04","TYERSALL",2268
"25910","SGSZ05","LORONG CHUAN","TPSZ01","TOA PAYOH WEST",3147
"25911","SGSZ05","LORONG CHUAN","TPSZ02","TOA PAYOH CENTRAL",38817
"25912","SGSZ05","LORONG CHUAN","TPSZ03","BRADDELL",121
"25913","SGSZ05","LORONG CHUAN","TPSZ04","BOON TECK",17853
"25914","SGSZ05","LORONG CHUAN","TPSZ05","LORONG 8 TOA PAYOH",38984
"25915","SGSZ05","LORONG CHUAN","TPSZ09","POTONG PASIR",1904
"25916","SGSZ05","LORONG CHUAN","TPSZ10","BIDADARI",33362
"25917","SGSZ05","LORONG CHUAN","TPSZ11","SENNETT",3322
"25918","SGSZ05","LORONG CHUAN","TPSZ12","JOO SENG",3669
"25919","SGSZ05","LORONG CHUAN","TSSZ02","TUAS PROMENADE",12
"25920","SGSZ05","LORONG CHUAN","TSSZ03","TUAS NORTH",67
"25921","SGSZ05","LORONG CHUAN","WDSZ01","WOODLANDS REGIONAL CENTRE",2377
"25922","SGSZ05","LORONG CHUAN","WDSZ03","WOODLANDS EAST",2039
"25923","SGSZ05","LORONG CHUAN","WDSZ06","WOODLANDS WEST",711
"25924","SGSZ05","LORONG CHUAN","YSSZ01","YISHUN CENTRAL",2717
"25925","SGSZ05","LORONG CHUAN","YSSZ06","SPRINGLEAF",88
"25926","SGSZ05","LORONG CHUAN","YSSZ08","KHATIB",4233
"25927","SGSZ05","LORONG CHUAN","YSSZ09","YISHUN WEST",3833
"25928","SGSZ06","SERANGOON CENTRAL","AMSZ01","ANG MO KIO TOWN CENTRE",229988
"25929","SGSZ06","SERANGOON CENTRAL","AMSZ02","CHENG SAN",110200
"25930","SGSZ06","SERANGOON CENTRAL","AMSZ03","CHONG BOON",163207
"25931","SGSZ06","SERANGOON CENTRAL","AMSZ04","TOWNSVILLE",179058
"25932","SGSZ06","SERANGOON CENTRAL","AMSZ05","SHANGRI-LA",55110
"25933","SGSZ06","SERANGOON CENTRAL","AMSZ06","KEBUN BAHRU",21186
"25934","SGSZ06","SERANGOON CENTRAL","AMSZ08","TAGORE",3564
"25935","SGSZ06","SERANGOON CENTRAL","AMSZ09","YIO CHU KANG WEST",23331
"25936","SGSZ06","SERANGOON CENTRAL","AMSZ10","YIO CHU KANG",31322
"25937","SGSZ06","SERANGOON CENTRAL","AMSZ12","YIO CHU KANG EAST",15048
"25938","SGSZ06","SERANGOON CENTRAL","BDSZ01","KAKI BUKIT",73547
"25939","SGSZ06","SERANGOON CENTRAL","BDSZ02","BEDOK RESERVOIR",9645
"25940","SGSZ06","SERANGOON CENTRAL","BDSZ03","KEMBANGAN",6673
"25941","SGSZ06","SERANGOON CENTRAL","BDSZ04","BEDOK NORTH",44226
"25942","SGSZ06","SERANGOON CENTRAL","BDSZ05","FRANKEL",10879
"25943","SGSZ06","SERANGOON CENTRAL","BDSZ06","BEDOK SOUTH",9487
"25944","SGSZ06","SERANGOON CENTRAL","BDSZ07","SIGLAP",825
"25945","SGSZ06","SERANGOON CENTRAL","BDSZ08","BAYSHORE",1089
"25946","SGSZ06","SERANGOON CENTRAL","BKSZ01","GOMBAK",8074
"25947","SGSZ06","SERANGOON CENTRAL","BKSZ04","GUILIN",1076
"25948","SGSZ06","SERANGOON CENTRAL","BKSZ07","BUKIT BATOK CENTRAL",1640
"25949","SGSZ06","SERANGOON CENTRAL","BMSZ01","MARITIME SQUARE",45609
"25950","SGSZ06","SERANGOON CENTRAL","BMSZ02","BUKIT MERAH",2134
"25951","SGSZ06","SERANGOON CENTRAL","BMSZ03","REDHILL",4369
"25952","SGSZ06","SERANGOON CENTRAL","BMSZ04","TIONG BAHRU STATION",5435
"25953","SGSZ06","SERANGOON CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",975
"25954","SGSZ06","SERANGOON CENTRAL","BMSZ07","ALEXANDRA HILL",275
"25955","SGSZ06","SERANGOON CENTRAL","BMSZ11","KAMPONG TIONG BAHRU",1034
"25956","SGSZ06","SERANGOON CENTRAL","BMSZ16","EVERTON PARK",748
"25957","SGSZ06","SERANGOON CENTRAL","BMSZ17","CITY TERMINALS",1716
"25958","SGSZ06","SERANGOON CENTRAL","BPSZ01","SENJA",9
"25959","SGSZ06","SERANGOON CENTRAL","BPSZ02","SAUJANA",34
"25960","SGSZ06","SERANGOON CENTRAL","BPSZ03","FAJAR",20
"25961","SGSZ06","SERANGOON CENTRAL","BPSZ04","BANGKIT",17
"25962","SGSZ06","SERANGOON CENTRAL","BPSZ05","JELEBU",18
"25963","SGSZ06","SERANGOON CENTRAL","BPSZ06","DAIRY FARM",1409
"25964","SGSZ06","SERANGOON CENTRAL","BPSZ07","NATURE RESERVE",2012
"25965","SGSZ06","SERANGOON CENTRAL","BSSZ01","UPPER THOMSON",14375
"25966","SGSZ06","SERANGOON CENTRAL","BSSZ02","MARYMOUNT",61380
"25967","SGSZ06","SERANGOON CENTRAL","BSSZ03","BISHAN EAST",241073
"25968","SGSZ06","SERANGOON CENTRAL","BTSZ01","ANAK BUKIT",4249
"25969","SGSZ06","SERANGOON CENTRAL","BTSZ03","HOLLAND ROAD",3551
"25970","SGSZ06","SERANGOON CENTRAL","BTSZ04","ULU PANDAN",594
"25971","SGSZ06","SERANGOON CENTRAL","BTSZ06","CORONATION ROAD",6982
"25972","SGSZ06","SERANGOON CENTRAL","BTSZ07","LEEDON PARK",6395
"25973","SGSZ06","SERANGOON CENTRAL","BTSZ08","FARRER COURT",5916
"25974","SGSZ06","SERANGOON CENTRAL","CHSZ01","CHANGI POINT",4851
"25975","SGSZ06","SERANGOON CENTRAL","CHSZ02","CHANGI WEST",484
"25976","SGSZ06","SERANGOON CENTRAL","CHSZ03","CHANGI AIRPORT",22025
"25977","SGSZ06","SERANGOON CENTRAL","CKSZ01","TECK WHYE",128
"25978","SGSZ06","SERANGOON CENTRAL","CKSZ03","CHOA CHU KANG CENTRAL",1772
"25979","SGSZ06","SERANGOON CENTRAL","CKSZ06","YEW TEE",1939
"25980","SGSZ06","SERANGOON CENTRAL","CLSZ03","FABER",473
"25981","SGSZ06","SERANGOON CENTRAL","CLSZ04","CLEMENTI NORTH",9546
"25982","SGSZ06","SERANGOON CENTRAL","CLSZ06","CLEMENTI CENTRAL",4400
"25983","SGSZ06","SERANGOON CENTRAL","CLSZ07","CLEMENTI WOODS",671
"25984","SGSZ06","SERANGOON CENTRAL","DTSZ01","BUGIS",28034
"25985","SGSZ06","SERANGOON CENTRAL","DTSZ02","CITY HALL",23212
"25986","SGSZ06","SERANGOON CENTRAL","DTSZ03","MARINA CENTRE",18957
"25987","SGSZ06","SERANGOON CENTRAL","DTSZ05","RAFFLES PLACE",19481
"25988","SGSZ06","SERANGOON CENTRAL","DTSZ06","CLIFFORD PIER",2750
"25989","SGSZ06","SERANGOON CENTRAL","DTSZ08","CECIL",4851
"25990","SGSZ06","SERANGOON CENTRAL","DTSZ09","TANJONG PAGAR",17649
"25991","SGSZ06","SERANGOON CENTRAL","DTSZ11","CENTRAL SUBZONE",22966
"25992","SGSZ06","SERANGOON CENTRAL","DTSZ12","BAYFRONT SUBZONE",13780
"25993","SGSZ06","SERANGOON CENTRAL","GLSZ01","KALLANG WAY",22
"25994","SGSZ06","SERANGOON CENTRAL","GLSZ02","MACPHERSON",154803
"25995","SGSZ06","SERANGOON CENTRAL","GLSZ03","KAMPONG UBI",159333
"25996","SGSZ06","SERANGOON CENTRAL","GLSZ04","ALJUNIED",119232
"25997","SGSZ06","SERANGOON CENTRAL","GLSZ05","GEYLANG EAST",86302
"25998","SGSZ06","SERANGOON CENTRAL","HGSZ01","HOUGANG CENTRAL",124820
"25999","SGSZ06","SERANGOON CENTRAL","HGSZ02","KANGKAR",63580
"26000","SGSZ06","SERANGOON CENTRAL","HGSZ03","HOUGANG EAST",38929
"26001","SGSZ06","SERANGOON CENTRAL","HGSZ04","HOUGANG WEST",353287
"26002","SGSZ06","SERANGOON CENTRAL","HGSZ05","TRAFALGAR",768262
"26003","SGSZ06","SERANGOON CENTRAL","HGSZ06","KOVAN",573884
"26004","SGSZ06","SERANGOON CENTRAL","HGSZ07","LORONG AH SOO",1303225
"26005","SGSZ06","SERANGOON CENTRAL","HGSZ08","TAI SENG",381997
"26006","SGSZ06","SERANGOON CENTRAL","HGSZ09","DEFU INDUSTRIAL PARK",59543
"26007","SGSZ06","SERANGOON CENTRAL","HGSZ10","LORONG HALUS",6237
"26008","SGSZ06","SERANGOON CENTRAL","JESZ03","TOH GUAN",1540
"26009","SGSZ06","SERANGOON CENTRAL","JESZ04","LAKESIDE",1083
"26010","SGSZ06","SERANGOON CENTRAL","JESZ05","JURONG GATEWAY",14943
"26011","SGSZ06","SERANGOON CENTRAL","JESZ06","INTERNATIONAL BUSINESS PARK",528
"26012","SGSZ06","SERANGOON CENTRAL","JWSZ04","TAMAN JURONG",4358
"26013","SGSZ06","SERANGOON CENTRAL","JWSZ09","JURONG WEST CENTRAL",13022
"26014","SGSZ06","SERANGOON CENTRAL","KLSZ01","BENDEMEER",53577
"26015","SGSZ06","SERANGOON CENTRAL","KLSZ02","GEYLANG BAHRU",39451
"26016","SGSZ06","SERANGOON CENTRAL","KLSZ03","BOON KENG",6536
"26017","SGSZ06","SERANGOON CENTRAL","KLSZ04","KAMPONG BUGIS",7392
"26018","SGSZ06","SERANGOON CENTRAL","KLSZ05","TANJONG RHU",11729
"26019","SGSZ06","SERANGOON CENTRAL","KLSZ06","LAVENDER",23886
"26020","SGSZ06","SERANGOON CENTRAL","KLSZ07","KAMPONG JAVA",1828
"26021","SGSZ06","SERANGOON CENTRAL","KLSZ08","KALLANG BAHRU",51337
"26022","SGSZ06","SERANGOON CENTRAL","KLSZ09","CRAWFORD",36935
"26023","SGSZ06","SERANGOON CENTRAL","MPSZ01","MOUNTBATTEN",2651
"26024","SGSZ06","SERANGOON CENTRAL","MPSZ02","KATONG",5456
"26025","SGSZ06","SERANGOON CENTRAL","MPSZ03","MARINE PARADE",16016
"26026","SGSZ06","SERANGOON CENTRAL","MUSZ01","DHOBY GHAUT",24235
"26027","SGSZ06","SERANGOON CENTRAL","MUSZ03","BRAS BASAH",9024
"26028","SGSZ06","SERANGOON CENTRAL","NTSZ02","GOODWOOD PARK",1254
"26029","SGSZ06","SERANGOON CENTRAL","NTSZ03","NEWTON CIRCUS",5049
"26030","SGSZ06","SERANGOON CENTRAL","NVSZ01","BALESTIER",12958
"26031","SGSZ06","SERANGOON CENTRAL","NVSZ02","MOULMEIN",17263
