"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"23326","SESZ03","SENGKANG TOWN CENTRE","AMSZ03","CHONG BOON",4609
"23486","SESZ04","ANCHORVALE","AMSZ03","CHONG BOON",4840
"23611","SESZ05","COMPASSVALE","AMSZ03","CHONG BOON",770
"23763","SESZ06","FERNVALE","AMSZ03","CHONG BOON",10780
"23985","SGSZ02","SERANGOON NORTH IND ESTATE","AMSZ03","CHONG BOON",29238
"24019","SGSZ03","SERANGOON NORTH","AMSZ03","CHONG BOON",68431
"24078","SGSZ04","SERANGOON GARDEN","AMSZ03","CHONG BOON",327910
"24198","SGSZ05","LORONG CHUAN","AMSZ03","CHONG BOON",4279
"24344","SGSZ06","SERANGOON CENTRAL","AMSZ03","CHONG BOON",33550
"24533","SGSZ07","UPPER PAYA LEBAR","AMSZ03","CHONG BOON",32329
"26772","TPSZ02","TOA PAYOH CENTRAL","AMSZ03","CHONG BOON",385
"26984","TPSZ03","BRADDELL","AMSZ03","CHONG BOON",253
"27064","TPSZ04","BOON TECK","AMSZ03","CHONG BOON",11
"27661","TPSZ12","JOO SENG","AMSZ03","CHONG BOON",2651
"28805","YSSZ01","YISHUN CENTRAL","AMSZ03","CHONG BOON",14817
"28987","YSSZ04","YISHUN SOUTH","AMSZ03","CHONG BOON",10637
"24","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ04","TOWNSVILLE",37235
"160","AMSZ02","CHENG SAN","AMSZ04","TOWNSVILLE",27368
"307","AMSZ03","CHONG BOON","AMSZ04","TOWNSVILLE",57376
"416","AMSZ04","TOWNSVILLE","AMSZ04","TOWNSVILLE",68772
"538","AMSZ05","SHANGRI-LA","AMSZ04","TOWNSVILLE",54208
"618","AMSZ06","KEBUN BAHRU","AMSZ04","TOWNSVILLE",7535
"807","AMSZ09","YIO CHU KANG WEST","AMSZ04","TOWNSVILLE",5016
"868","AMSZ10","YIO CHU KANG","AMSZ04","TOWNSVILLE",9317
"1035","AMSZ11","YIO CHU KANG NORTH","AMSZ04","TOWNSVILLE",1463
"1163","BDSZ01","KAKI BUKIT","AMSZ04","TOWNSVILLE",2695
"1328","BDSZ02","BEDOK RESERVOIR","AMSZ04","TOWNSVILLE",682
"1811","BDSZ05","FRANKEL","AMSZ04","TOWNSVILLE",825
"1955","BDSZ06","BEDOK SOUTH","AMSZ04","TOWNSVILLE",979
"2117","BDSZ07","SIGLAP","AMSZ04","TOWNSVILLE",143
"6255","BSSZ01","UPPER THOMSON","AMSZ04","TOWNSVILLE",16764
"6436","BSSZ02","MARYMOUNT","AMSZ04","TOWNSVILLE",36784
"6550","BSSZ03","BISHAN EAST","AMSZ04","TOWNSVILLE",11143
"7779","CCSZ01","CENTRAL WATER CATCHMENT","AMSZ04","TOWNSVILLE",330
"7963","CHSZ03","CHANGI AIRPORT","AMSZ04","TOWNSVILLE",902
"10017","DTSZ06","CLIFFORD PIER","AMSZ04","TOWNSVILLE",11
"10804","GLSZ01","KALLANG WAY","AMSZ04","TOWNSVILLE",539
"10911","GLSZ02","MACPHERSON","AMSZ04","TOWNSVILLE",7656
"11090","GLSZ03","KAMPONG UBI","AMSZ04","TOWNSVILLE",1507
"11275","GLSZ04","ALJUNIED","AMSZ04","TOWNSVILLE",1628
"11477","GLSZ05","GEYLANG EAST","AMSZ04","TOWNSVILLE",2783
"11676","HGSZ01","HOUGANG CENTRAL","AMSZ04","TOWNSVILLE",7348
"11863","HGSZ02","KANGKAR","AMSZ04","TOWNSVILLE",3817
"11963","HGSZ03","HOUGANG EAST","AMSZ04","TOWNSVILLE",15532
"12050","HGSZ04","HOUGANG WEST","AMSZ04","TOWNSVILLE",37972
"12154","HGSZ05","TRAFALGAR","AMSZ04","TOWNSVILLE",27522
"12230","HGSZ06","KOVAN","AMSZ04","TOWNSVILLE",5401
"14025","KLSZ01","BENDEMEER","AMSZ04","TOWNSVILLE",1111
"14209","KLSZ02","GEYLANG BAHRU","AMSZ04","TOWNSVILLE",6875
"14375","KLSZ03","BOON KENG","AMSZ04","TOWNSVILLE",1309
"14535","KLSZ04","KAMPONG BUGIS","AMSZ04","TOWNSVILLE",88
"15168","KLSZ08","KALLANG BAHRU","AMSZ04","TOWNSVILLE",165
"15580","MPSZ01","MOUNTBATTEN","AMSZ04","TOWNSVILLE",22
"15767","MPSZ03","MARINE PARADE","AMSZ04","TOWNSVILLE",902
"16171","MUSZ03","BRAS BASAH","AMSZ04","TOWNSVILLE",22
"16397","NTSZ02","GOODWOOD PARK","AMSZ04","TOWNSVILLE",11
"16473","NTSZ03","NEWTON CIRCUS","AMSZ04","TOWNSVILLE",44
"16820","NVSZ02","MOULMEIN","AMSZ04","TOWNSVILLE",407
"16992","NVSZ03","MALCOLM","AMSZ04","TOWNSVILLE",66
"17336","ORSZ02","BOULEVARD","AMSZ04","TOWNSVILLE",66
"17529","ORSZ03","SOMERSET","AMSZ04","TOWNSVILLE",33
"19287","PRSZ02","PASIR RIS WEST","AMSZ04","TOWNSVILLE",1771
"19347","PRSZ03","PASIR RIS CENTRAL","AMSZ04","TOWNSVILLE",1243
"23179","SESZ02","RIVERVALE","AMSZ04","TOWNSVILLE",7007
"23986","SGSZ02","SERANGOON NORTH IND ESTATE","AMSZ04","TOWNSVILLE",6039
"24020","SGSZ03","SERANGOON NORTH","AMSZ04","TOWNSVILLE",550
"24079","SGSZ04","SERANGOON GARDEN","AMSZ04","TOWNSVILLE",24508
"24199","SGSZ05","LORONG CHUAN","AMSZ04","TOWNSVILLE",7337
"24345","SGSZ06","SERANGOON CENTRAL","AMSZ04","TOWNSVILLE",43956
"24534","SGSZ07","UPPER PAYA LEBAR","AMSZ04","TOWNSVILLE",4983
"25469","TMSZ02","TAMPINES EAST","AMSZ04","TOWNSVILLE",561
"25646","TMSZ03","TAMPINES WEST","AMSZ04","TOWNSVILLE",385
"25949","TMSZ05","XILIN","AMSZ04","TOWNSVILLE",253
"26773","TPSZ02","TOA PAYOH CENTRAL","AMSZ04","TOWNSVILLE",3872
"26985","TPSZ03","BRADDELL","AMSZ04","TOWNSVILLE",6413
"27277","TPSZ08","WOODLEIGH","AMSZ04","TOWNSVILLE",1694
"27317","TPSZ09","POTONG PASIR","AMSZ04","TOWNSVILLE",2596
"27456","TPSZ10","BIDADARI","AMSZ04","TOWNSVILLE",44
"27596","TPSZ11","SENNETT","AMSZ04","TOWNSVILLE",5159
"27662","TPSZ12","JOO SENG","AMSZ04","TOWNSVILLE",4334
"28806","YSSZ01","YISHUN CENTRAL","AMSZ04","TOWNSVILLE",15609
"28988","YSSZ04","YISHUN SOUTH","AMSZ04","TOWNSVILLE",15026
"29093","YSSZ05","LOWER SELETAR","AMSZ04","TOWNSVILLE",209
"25","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ05","SHANGRI-LA",128172
"161","AMSZ02","CHENG SAN","AMSZ05","SHANGRI-LA",22660
"308","AMSZ03","CHONG BOON","AMSZ05","SHANGRI-LA",81675
"417","AMSZ04","TOWNSVILLE","AMSZ05","SHANGRI-LA",48026
"539","AMSZ05","SHANGRI-LA","AMSZ05","SHANGRI-LA",32516
"619","AMSZ06","KEBUN BAHRU","AMSZ05","SHANGRI-LA",12958
"666","AMSZ07","SEMBAWANG HILLS","AMSZ05","SHANGRI-LA",3410
"743","AMSZ08","TAGORE","AMSZ05","SHANGRI-LA",3080
"808","AMSZ09","YIO CHU KANG WEST","AMSZ05","SHANGRI-LA",10241
"869","AMSZ10","YIO CHU KANG","AMSZ05","SHANGRI-LA",517
"1812","BDSZ05","FRANKEL","AMSZ05","SHANGRI-LA",11
"2118","BDSZ07","SIGLAP","AMSZ05","SHANGRI-LA",11
"2216","BDSZ08","BAYSHORE","AMSZ05","SHANGRI-LA",11
"2729","BKSZ05","HILLVIEW","AMSZ05","SHANGRI-LA",110
"2858","BKSZ07","BUKIT BATOK CENTRAL","AMSZ05","SHANGRI-LA",605
"3016","BKSZ08","BUKIT BATOK EAST","AMSZ05","SHANGRI-LA",770
"3248","BMSZ01","MARITIME SQUARE","AMSZ05","SHANGRI-LA",187
"3446","BMSZ02","BUKIT MERAH","AMSZ05","SHANGRI-LA",132
"3597","BMSZ03","REDHILL","AMSZ05","SHANGRI-LA",407
"3768","BMSZ04","TIONG BAHRU STATION","AMSZ05","SHANGRI-LA",220
"3945","BMSZ05","SINGAPORE GENERAL HOSPITAL","AMSZ05","SHANGRI-LA",308
"4312","BMSZ08","HENDERSON HILL","AMSZ05","SHANGRI-LA",308
"4546","BMSZ10","TIONG BAHRU","AMSZ05","SHANGRI-LA",110
"4639","BMSZ11","KAMPONG TIONG BAHRU","AMSZ05","SHANGRI-LA",44
"4798","BMSZ13","TELOK BLANGAH DRIVE","AMSZ05","SHANGRI-LA",22
"4968","BMSZ15","TELOK BLANGAH RISE","AMSZ05","SHANGRI-LA",132
"6109","BPSZ07","NATURE RESERVE","AMSZ05","SHANGRI-LA",231
"6256","BSSZ01","UPPER THOMSON","AMSZ05","SHANGRI-LA",38676
"6437","BSSZ02","MARYMOUNT","AMSZ05","SHANGRI-LA",37796
"6551","BSSZ03","BISHAN EAST","AMSZ05","SHANGRI-LA",6105
"6733","BTSZ01","ANAK BUKIT","AMSZ05","SHANGRI-LA",44
"6907","BTSZ02","SWISS CLUB","AMSZ05","SHANGRI-LA",803
"7030","BTSZ03","HOLLAND ROAD","AMSZ05","SHANGRI-LA",88
"7215","BTSZ05","HILLCREST","AMSZ05","SHANGRI-LA",1100
"7297","BTSZ06","CORONATION ROAD","AMSZ05","SHANGRI-LA",22
"7466","BTSZ07","LEEDON PARK","AMSZ05","SHANGRI-LA",495
"7626","BTSZ08","FARRER COURT","AMSZ05","SHANGRI-LA",1507
"7780","CCSZ01","CENTRAL WATER CATCHMENT","AMSZ05","SHANGRI-LA",4840
"8643","CLSZ02","SUNSET WAY","AMSZ05","SHANGRI-LA",77
"8759","CLSZ04","CLEMENTI NORTH","AMSZ05","SHANGRI-LA",858
"8982","CLSZ06","CLEMENTI CENTRAL","AMSZ05","SHANGRI-LA",1584
"9319","DTSZ01","BUGIS","AMSZ05","SHANGRI-LA",77
"9701","DTSZ03","MARINA CENTRE","AMSZ05","SHANGRI-LA",121
"10128","DTSZ08","CECIL","AMSZ05","SHANGRI-LA",11
"10406","DTSZ10","ANSON","AMSZ05","SHANGRI-LA",11
"10490","DTSZ11","CENTRAL SUBZONE","AMSZ05","SHANGRI-LA",33
"10659","DTSZ12","BAYFRONT SUBZONE","AMSZ05","SHANGRI-LA",55
"10912","GLSZ02","MACPHERSON","AMSZ05","SHANGRI-LA",319
"11276","GLSZ04","ALJUNIED","AMSZ05","SHANGRI-LA",1672
"11478","GLSZ05","GEYLANG EAST","AMSZ05","SHANGRI-LA",1254
"11677","HGSZ01","HOUGANG CENTRAL","AMSZ05","SHANGRI-LA",8151
"11864","HGSZ02","KANGKAR","AMSZ05","SHANGRI-LA",3487
"12051","HGSZ04","HOUGANG WEST","AMSZ05","SHANGRI-LA",4807
"12231","HGSZ06","KOVAN","AMSZ05","SHANGRI-LA",5478
"12397","HGSZ07","LORONG AH SOO","AMSZ05","SHANGRI-LA",627
"14026","KLSZ01","BENDEMEER","AMSZ05","SHANGRI-LA",2882
"14536","KLSZ04","KAMPONG BUGIS","AMSZ05","SHANGRI-LA",22
"14826","KLSZ06","LAVENDER","AMSZ05","SHANGRI-LA",671
"15013","KLSZ07","KAMPONG JAVA","AMSZ05","SHANGRI-LA",1243
"15337","KLSZ09","CRAWFORD","AMSZ05","SHANGRI-LA",55
"15768","MPSZ03","MARINE PARADE","AMSZ05","SHANGRI-LA",44
"15897","MUSZ01","DHOBY GHAUT","AMSZ05","SHANGRI-LA",209
"16089","MUSZ02","FORT CANNING","AMSZ05","SHANGRI-LA",22
"16172","MUSZ03","BRAS BASAH","AMSZ05","SHANGRI-LA",462
"16373","NTSZ01","ORANGE GROVE","AMSZ05","SHANGRI-LA",66
"16684","NVSZ01","BALESTIER","AMSZ05","SHANGRI-LA",2090
"16821","NVSZ02","MOULMEIN","AMSZ05","SHANGRI-LA",3146
"16993","NVSZ03","MALCOLM","AMSZ05","SHANGRI-LA",3674
"17123","NVSZ04","DUNEARN","AMSZ05","SHANGRI-LA",429
"17228","NVSZ05","MOUNT PLEASANT","AMSZ05","SHANGRI-LA",3036
"17337","ORSZ02","BOULEVARD","AMSZ05","SHANGRI-LA",847
"17719","OTSZ01","PEARL'S HILL","AMSZ05","SHANGRI-LA",583
"17834","OTSZ02","PEOPLE'S PARK","AMSZ05","SHANGRI-LA",275
"18515","PGSZ03","MATILDA","AMSZ05","SHANGRI-LA",77
"18661","PGSZ04","PUNGGOL FIELD","AMSZ05","SHANGRI-LA",77
"18802","PGSZ05","WATERWAY EAST","AMSZ05","SHANGRI-LA",11
"19791","QTSZ02","HOLLAND DRIVE","AMSZ05","SHANGRI-LA",11
"20089","QTSZ04","TANGLIN HALT","AMSZ05","SHANGRI-LA",11
"20202","QTSZ05","MARGARET DRIVE","AMSZ05","SHANGRI-LA",66
"20556","QTSZ08","ONE NORTH","AMSZ05","SHANGRI-LA",33
"20723","QTSZ09","SINGAPORE POLYTECHNIC","AMSZ05","SHANGRI-LA",143
"20890","QTSZ10","DOVER","AMSZ05","SHANGRI-LA",22
"21928","RCSZ04","ROCHOR CANAL","AMSZ05","SHANGRI-LA",33
"22104","RCSZ06","MACKENZIE","AMSZ05","SHANGRI-LA",2233
"22164","RCSZ08","SELEGIE","AMSZ05","SHANGRI-LA",660
"22206","RCSZ09","BENCOOLEN","AMSZ05","SHANGRI-LA",121
"22369","RCSZ10","VICTORIA","AMSZ05","SHANGRI-LA",979
"22818","SBSZ01","SEMBAWANG EAST","AMSZ05","SHANGRI-LA",2365
"23116","SBSZ07","THE WHARVES","AMSZ05","SHANGRI-LA",132
"23131","SBSZ08","SENOKO NORTH","AMSZ05","SHANGRI-LA",352
"23180","SESZ02","RIVERVALE","AMSZ05","SHANGRI-LA",176
"23987","SGSZ02","SERANGOON NORTH IND ESTATE","AMSZ05","SHANGRI-LA",3960
"24080","SGSZ04","SERANGOON GARDEN","AMSZ05","SHANGRI-LA",24607
"24200","SGSZ05","LORONG CHUAN","AMSZ05","SHANGRI-LA",1529
"24346","SGSZ06","SERANGOON CENTRAL","AMSZ05","SHANGRI-LA",6743
"24535","SGSZ07","UPPER PAYA LEBAR","AMSZ05","SHANGRI-LA",2431
"25060","SRSZ02","CLARKE QUAY","AMSZ05","SHANGRI-LA",209
"26073","TNSZ01","NASSIM","AMSZ05","SHANGRI-LA",473
"26353","TNSZ03","RIDOUT","AMSZ05","SHANGRI-LA",33
"26599","TPSZ01","TOA PAYOH WEST","AMSZ05","SHANGRI-LA",1320
"26774","TPSZ02","TOA PAYOH CENTRAL","AMSZ05","SHANGRI-LA",4147
"26986","TPSZ03","BRADDELL","AMSZ05","SHANGRI-LA",7007
"27137","TPSZ05","LORONG 8 TOA PAYOH","AMSZ05","SHANGRI-LA",1364
"27278","TPSZ08","WOODLEIGH","AMSZ05","SHANGRI-LA",968
"27318","TPSZ09","POTONG PASIR","AMSZ05","SHANGRI-LA",1375
"27663","TPSZ12","JOO SENG","AMSZ05","SHANGRI-LA",1617
"28101","WDSZ01","WOODLANDS REGIONAL CENTRE","AMSZ05","SHANGRI-LA",517
"28713","WDSZ07","GREENWOOD PARK","AMSZ05","SHANGRI-LA",77
"28730","WDSZ08","SENOKO WEST","AMSZ05","SHANGRI-LA",627
"28807","YSSZ01","YISHUN CENTRAL","AMSZ05","SHANGRI-LA",4741
"28930","YSSZ02","NORTHLAND","AMSZ05","SHANGRI-LA",4202
"29160","YSSZ06","SPRINGLEAF","AMSZ05","SHANGRI-LA",1925
"29234","YSSZ08","KHATIB","AMSZ05","SHANGRI-LA",4884
"26","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ06","KEBUN BAHRU",37862
"162","AMSZ02","CHENG SAN","AMSZ06","KEBUN BAHRU",11
"309","AMSZ03","CHONG BOON","AMSZ06","KEBUN BAHRU",16005
"418","AMSZ04","TOWNSVILLE","AMSZ06","KEBUN BAHRU",40645
"540","AMSZ05","SHANGRI-LA","AMSZ06","KEBUN BAHRU",56353
"620","AMSZ06","KEBUN BAHRU","AMSZ06","KEBUN BAHRU",81081
"667","AMSZ07","SEMBAWANG HILLS","AMSZ06","KEBUN BAHRU",2475
"744","AMSZ08","TAGORE","AMSZ06","KEBUN BAHRU",803
"809","AMSZ09","YIO CHU KANG WEST","AMSZ06","KEBUN BAHRU",154319
"870","AMSZ10","YIO CHU KANG","AMSZ06","KEBUN BAHRU",61468
"1813","BDSZ05","FRANKEL","AMSZ06","KEBUN BAHRU",11
"2730","BKSZ05","HILLVIEW","AMSZ06","KEBUN BAHRU",44
"2859","BKSZ07","BUKIT BATOK CENTRAL","AMSZ06","KEBUN BAHRU",1166
"3017","BKSZ08","BUKIT BATOK EAST","AMSZ06","KEBUN BAHRU",1859
"3249","BMSZ01","MARITIME SQUARE","AMSZ06","KEBUN BAHRU",121
"3447","BMSZ02","BUKIT MERAH","AMSZ06","KEBUN BAHRU",55
"3598","BMSZ03","REDHILL","AMSZ06","KEBUN BAHRU",77
"3769","BMSZ04","TIONG BAHRU STATION","AMSZ06","KEBUN BAHRU",143
"3946","BMSZ05","SINGAPORE GENERAL HOSPITAL","AMSZ06","KEBUN BAHRU",242
"4313","BMSZ08","HENDERSON HILL","AMSZ06","KEBUN BAHRU",99
"4547","BMSZ10","TIONG BAHRU","AMSZ06","KEBUN BAHRU",297
"4640","BMSZ11","KAMPONG TIONG BAHRU","AMSZ06","KEBUN BAHRU",209
"4799","BMSZ13","TELOK BLANGAH DRIVE","AMSZ06","KEBUN BAHRU",22
"4969","BMSZ15","TELOK BLANGAH RISE","AMSZ06","KEBUN BAHRU",11
"6110","BPSZ07","NATURE RESERVE","AMSZ06","KEBUN BAHRU",374
"6257","BSSZ01","UPPER THOMSON","AMSZ06","KEBUN BAHRU",29293
"6438","BSSZ02","MARYMOUNT","AMSZ06","KEBUN BAHRU",22440
"6552","BSSZ03","BISHAN EAST","AMSZ06","KEBUN BAHRU",5588
"6908","BTSZ02","SWISS CLUB","AMSZ06","KEBUN BAHRU",693
"7031","BTSZ03","HOLLAND ROAD","AMSZ06","KEBUN BAHRU",44
"7216","BTSZ05","HILLCREST","AMSZ06","KEBUN BAHRU",737
"7467","BTSZ07","LEEDON PARK","AMSZ06","KEBUN BAHRU",319
"7627","BTSZ08","FARRER COURT","AMSZ06","KEBUN BAHRU",330
"7781","CCSZ01","CENTRAL WATER CATCHMENT","AMSZ06","KEBUN BAHRU",1045
"8760","CLSZ04","CLEMENTI NORTH","AMSZ06","KEBUN BAHRU",451
"8983","CLSZ06","CLEMENTI CENTRAL","AMSZ06","KEBUN BAHRU",1496
"9503","DTSZ02","CITY HALL","AMSZ06","KEBUN BAHRU",11
"9876","DTSZ05","RAFFLES PLACE","AMSZ06","KEBUN BAHRU",11
"10018","DTSZ06","CLIFFORD PIER","AMSZ06","KEBUN BAHRU",22
"10407","DTSZ10","ANSON","AMSZ06","KEBUN BAHRU",33
"10913","GLSZ02","MACPHERSON","AMSZ06","KEBUN BAHRU",198
"11277","GLSZ04","ALJUNIED","AMSZ06","KEBUN BAHRU",1837
"11479","GLSZ05","GEYLANG EAST","AMSZ06","KEBUN BAHRU",627
"14027","KLSZ01","BENDEMEER","AMSZ06","KEBUN BAHRU",1001
"14210","KLSZ02","GEYLANG BAHRU","AMSZ06","KEBUN BAHRU",561
"14376","KLSZ03","BOON KENG","AMSZ06","KEBUN BAHRU",44
"14537","KLSZ04","KAMPONG BUGIS","AMSZ06","KEBUN BAHRU",55
"14827","KLSZ06","LAVENDER","AMSZ06","KEBUN BAHRU",396
"15014","KLSZ07","KAMPONG JAVA","AMSZ06","KEBUN BAHRU",759
"15169","KLSZ08","KALLANG BAHRU","AMSZ06","KEBUN BAHRU",11
"15676","MPSZ02","KATONG","AMSZ06","KEBUN BAHRU",253
"15769","MPSZ03","MARINE PARADE","AMSZ06","KEBUN BAHRU",275
"15898","MUSZ01","DHOBY GHAUT","AMSZ06","KEBUN BAHRU",22
"16090","MUSZ02","FORT CANNING","AMSZ06","KEBUN BAHRU",66
"16173","MUSZ03","BRAS BASAH","AMSZ06","KEBUN BAHRU",88
"16374","NTSZ01","ORANGE GROVE","AMSZ06","KEBUN BAHRU",242
"16822","NVSZ02","MOULMEIN","AMSZ06","KEBUN BAHRU",1848
"16994","NVSZ03","MALCOLM","AMSZ06","KEBUN BAHRU",1408
"17124","NVSZ04","DUNEARN","AMSZ06","KEBUN BAHRU",99
"17229","NVSZ05","MOUNT PLEASANT","AMSZ06","KEBUN BAHRU",858
"17338","ORSZ02","BOULEVARD","AMSZ06","KEBUN BAHRU",572
"17530","ORSZ03","SOMERSET","AMSZ06","KEBUN BAHRU",11
"17720","OTSZ01","PEARL'S HILL","AMSZ06","KEBUN BAHRU",451
"17835","OTSZ02","PEOPLE'S PARK","AMSZ06","KEBUN BAHRU",275
"20203","QTSZ05","MARGARET DRIVE","AMSZ06","KEBUN BAHRU",11
"22105","RCSZ06","MACKENZIE","AMSZ06","KEBUN BAHRU",1056
"22165","RCSZ08","SELEGIE","AMSZ06","KEBUN BAHRU",88
"22207","RCSZ09","BENCOOLEN","AMSZ06","KEBUN BAHRU",132
"22370","RCSZ10","VICTORIA","AMSZ06","KEBUN BAHRU",979
"22819","SBSZ01","SEMBAWANG EAST","AMSZ06","KEBUN BAHRU",671
"23117","SBSZ07","THE WHARVES","AMSZ06","KEBUN BAHRU",44
"23132","SBSZ08","SENOKO NORTH","AMSZ06","KEBUN BAHRU",44
"23988","SGSZ02","SERANGOON NORTH IND ESTATE","AMSZ06","KEBUN BAHRU",1386
"24081","SGSZ04","SERANGOON GARDEN","AMSZ06","KEBUN BAHRU",6237
"24201","SGSZ05","LORONG CHUAN","AMSZ06","KEBUN BAHRU",638
"24347","SGSZ06","SERANGOON CENTRAL","AMSZ06","KEBUN BAHRU",7029
"24536","SGSZ07","UPPER PAYA LEBAR","AMSZ06","KEBUN BAHRU",858
"25061","SRSZ02","CLARKE QUAY","AMSZ06","KEBUN BAHRU",231
"26074","TNSZ01","NASSIM","AMSZ06","KEBUN BAHRU",231
"26354","TNSZ03","RIDOUT","AMSZ06","KEBUN BAHRU",33
"26600","TPSZ01","TOA PAYOH WEST","AMSZ06","KEBUN BAHRU",913
"26987","TPSZ03","BRADDELL","AMSZ06","KEBUN BAHRU",451
"27138","TPSZ05","LORONG 8 TOA PAYOH","AMSZ06","KEBUN BAHRU",1221
"27279","TPSZ08","WOODLEIGH","AMSZ06","KEBUN BAHRU",495
"27319","TPSZ09","POTONG PASIR","AMSZ06","KEBUN BAHRU",924
"27664","TPSZ12","JOO SENG","AMSZ06","KEBUN BAHRU",407
"28102","WDSZ01","WOODLANDS REGIONAL CENTRE","AMSZ06","KEBUN BAHRU",77
"28731","WDSZ08","SENOKO WEST","AMSZ06","KEBUN BAHRU",220
"28808","YSSZ01","YISHUN CENTRAL","AMSZ06","KEBUN BAHRU",704
"28931","YSSZ02","NORTHLAND","AMSZ06","KEBUN BAHRU",1771
"28955","YSSZ03","YISHUN EAST","AMSZ06","KEBUN BAHRU",66
"28989","YSSZ04","YISHUN SOUTH","AMSZ06","KEBUN BAHRU",11
"29161","YSSZ06","SPRINGLEAF","AMSZ06","KEBUN BAHRU",990
"29235","YSSZ08","KHATIB","AMSZ06","KEBUN BAHRU",2750
"27","AMSZ01","ANG MO KIO TOWN CENTRE","AMSZ07","SEMBAWANG HILLS",34056
"163","AMSZ02","CHENG SAN","AMSZ07","SEMBAWANG HILLS",8800
"419","AMSZ04","TOWNSVILLE","AMSZ07","SEMBAWANG HILLS",21802
"541","AMSZ05","SHANGRI-LA","AMSZ07","SEMBAWANG HILLS",22682
"621","AMSZ06","KEBUN BAHRU","AMSZ07","SEMBAWANG HILLS",6963
"668","AMSZ07","SEMBAWANG HILLS","AMSZ07","SEMBAWANG HILLS",4389
"745","AMSZ08","TAGORE","AMSZ07","SEMBAWANG HILLS",5060
"810","AMSZ09","YIO CHU KANG WEST","AMSZ07","SEMBAWANG HILLS",9999
"871","AMSZ10","YIO CHU KANG","AMSZ07","SEMBAWANG HILLS",6622
"1036","AMSZ11","YIO CHU KANG NORTH","AMSZ07","SEMBAWANG HILLS",1232
"1114","AMSZ12","YIO CHU KANG EAST","AMSZ07","SEMBAWANG HILLS",561
"3250","BMSZ01","MARITIME SQUARE","AMSZ07","SEMBAWANG HILLS",176
"3448","BMSZ02","BUKIT MERAH","AMSZ07","SEMBAWANG HILLS",308
"3947","BMSZ05","SINGAPORE GENERAL HOSPITAL","AMSZ07","SEMBAWANG HILLS",11
"4175","BMSZ07","ALEXANDRA HILL","AMSZ07","SEMBAWANG HILLS",748
"4641","BMSZ11","KAMPONG TIONG BAHRU","AMSZ07","SEMBAWANG HILLS",110
"4889","BMSZ14","TELOK BLANGAH WAY","AMSZ07","SEMBAWANG HILLS",473
"4970","BMSZ15","TELOK BLANGAH RISE","AMSZ07","SEMBAWANG HILLS",187
"6258","BSSZ01","UPPER THOMSON","AMSZ07","SEMBAWANG HILLS",19745
"7217","BTSZ05","HILLCREST","AMSZ07","SEMBAWANG HILLS",44
"7298","BTSZ06","CORONATION ROAD","AMSZ07","SEMBAWANG HILLS",55
"7468","BTSZ07","LEEDON PARK","AMSZ07","SEMBAWANG HILLS",88
"7628","BTSZ08","FARRER COURT","AMSZ07","SEMBAWANG HILLS",1958
"7782","CCSZ01","CENTRAL WATER CATCHMENT","AMSZ07","SEMBAWANG HILLS",1694
"9320","DTSZ01","BUGIS","AMSZ07","SEMBAWANG HILLS",22
"9504","DTSZ02","CITY HALL","AMSZ07","SEMBAWANG HILLS",33
"9877","DTSZ05","RAFFLES PLACE","AMSZ07","SEMBAWANG HILLS",11
"10019","DTSZ06","CLIFFORD PIER","AMSZ07","SEMBAWANG HILLS",22
"14538","KLSZ04","KAMPONG BUGIS","AMSZ07","SEMBAWANG HILLS",561
"15015","KLSZ07","KAMPONG JAVA","AMSZ07","SEMBAWANG HILLS",110
"15338","KLSZ09","CRAWFORD","AMSZ07","SEMBAWANG HILLS",671
"15899","MUSZ01","DHOBY GHAUT","AMSZ07","SEMBAWANG HILLS",55
"16398","NTSZ02","GOODWOOD PARK","AMSZ07","SEMBAWANG HILLS",22
"16474","NTSZ03","NEWTON CIRCUS","AMSZ07","SEMBAWANG HILLS",297
"16823","NVSZ02","MOULMEIN","AMSZ07","SEMBAWANG HILLS",2310
"16995","NVSZ03","MALCOLM","AMSZ07","SEMBAWANG HILLS",1540
"17230","NVSZ05","MOUNT PLEASANT","AMSZ07","SEMBAWANG HILLS",550
"17339","ORSZ02","BOULEVARD","AMSZ07","SEMBAWANG HILLS",44
"17531","ORSZ03","SOMERSET","AMSZ07","SEMBAWANG HILLS",231
"17993","OTSZ03","CHINATOWN","AMSZ07","SEMBAWANG HILLS",11
"19918","QTSZ03","COMMONWEALTH","AMSZ07","SEMBAWANG HILLS",1771
"20090","QTSZ04","TANGLIN HALT","AMSZ07","SEMBAWANG HILLS",594
"20456","QTSZ07","QUEENSWAY","AMSZ07","SEMBAWANG HILLS",1188
"22106","RCSZ06","MACKENZIE","AMSZ07","SEMBAWANG HILLS",1661
"22208","RCSZ09","BENCOOLEN","AMSZ07","SEMBAWANG HILLS",341
"22371","RCSZ10","VICTORIA","AMSZ07","SEMBAWANG HILLS",451
"22820","SBSZ01","SEMBAWANG EAST","AMSZ07","SEMBAWANG HILLS",572
"22835","SBSZ02","SEMBAWANG SPRINGS","AMSZ07","SEMBAWANG HILLS",1012
